Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
12G Polar Vortex,,Alaska,AK,West Coast,U14G,2011,14,F,Female,USYS,Active,560826,22f0e41b5408,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=220
2012 Girls Cook Inlet SC Blue,,Alaska,AK,West Coast,U14G,2011,14,F,Female,USYS,Active,39969,73122ccfb2e0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=109
2012G Alaska Rush,,Alaska,AK,West Coast,U14G,2011,14,F,Female,USYS,Active,57264,17b39cb05a5c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=61
Alaska Eclipse 12G,,Alaska,AK,West Coast,U14G,2011,14,F,Female,USYS,Active,97354,c2a08763f128,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=163
KPSC 2012G,,Alaska,AK,West Coast,U14G,2011,14,F,Female,USYS,Active,269432,67d6adad9834,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=110
12G GA,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,371524,c57738eb7643,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=73
AFCHSV- USC 2012 Girls Premier,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,240498,4fdd5096d16d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=106
AL Lady Rush 12/13 Black,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,288943,20972e11c592,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=113
AL Lady Rush 12/13 Classic,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,330334,f86a5619c162,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=158
ALBION SC Merced G12 Academy I,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,581050,c7639bb619b2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=93
AYSO United G2012 Navy,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,nan,a9aca90e851b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=201
AYSO United G2012 Premier,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,258141,03a005545c93,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=125
Alabama FC 12G ECRL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,599646,bdcd9ffa6b15,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=118
Alabama FC 12G Pre ECNL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,385459,70b029369d46,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=150
Alabama FC 12G SCCL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,385460,fc90e87f3e68,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=118
Alabama FC 13G ECRL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,678342,f245fd8fec21,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=140
Alabama FC 2012 SCCL1/Pre ECNL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,267716,9eae33c43f62,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=213
Alabama FC 2012G ECNL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,627654,aede07c57801,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=156
Alabama FC Alabaster 12G Premier,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,382439,da9df067940e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=170
Alabama FC Central 12G Premier,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,382436,76f26218fa36,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=142
Alabama FC Central 12G SCCL,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,678334,cf097f49e78d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=211
Attack 12 Black,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,288993,5ddd5d76d7f9,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=197
Auburn Soccer Club 12 GIrls,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,212160,9c5191970974,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=211
Briarwood Girls 12 Gold,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,289446,67a52f130832,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=67
CCL NC CDA 12 WEEKS G,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,583553,af7a6d9aeafd,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=117
Dothan Shockers FC 12/13G,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,582161,dc257f4fe1ea,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=191
Dothan Shockers FC 12G,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,131790,a4d5ad8418e4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=127
Homewood Freedom 2012 Girls,,Alabama,AL,Southeast,U14G,2011,14,F,Female,USYS,Active,284773,ad6b2801e67c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=14&search[gender]=f&search[page]=121
