Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
1,mesa soccer club 2016 blue,0.582,0.5819922564001261,1.0,0.6471990988165218,0.7627621831841086,0.5,0.5,30,0,Active,True,2025-10-06
2,az soccer club 2016 black,0.571,0.5707897000088447,1.0,0.6390760844173772,0.7148724156268461,0.5,0.5,30,0,Active,True,2025-10-08
3,rsl-az south 2016 gold,0.569,0.568583047803016,1.0,0.704678096037653,0.6382371429774271,0.5,0.5,30,0,Active,True,2025-10-01
4,buckeye soccer club 2016 black,0.564,0.5638687081298206,1.0,0.5777363032160922,0.7416072374330113,0.5,0.5,30,0,Active,True,2025-10-09
5,maricopa soccer club 2016 gold,0.558,0.5577585461672052,1.0,0.7874410174488635,0.5013517133871629,0.5,0.5,30,0,Active,True,2025-10-10
6,rsl-az west valley 2016 red,0.554,0.5536174660714154,1.0,0.6732769439554631,0.5948103864016139,0.5,0.5,30,0,Active,True,2025-10-10
7,rsl-az west valley 2016 white,0.551,0.5512677992804098,1.0,0.5851193739629624,0.6712196224390864,0.5,0.5,30,0,Active,True,2025-09-24
8,desert 2016 blue,0.55,0.5496784505152937,1.0,0.7646071647764021,0.4837850878000666,0.5,0.5,30,0,Active,True,2025-10-03
9,phoenix rising 2016 gold,0.55,0.5498815340904492,1.0,0.7440010144756062,0.5054066559766397,0.5,0.5,30,0,Active,True,2025-10-08
10,maricopa soccer club 2016 white,0.547,0.5469611005580262,1.0,0.45211284708970334,0.7826926557004278,0.5,0.5,30,0,Active,True,2025-10-06
11,rsl-az north 2016 blue,0.546,0.5455195481827799,1.0,0.7814566353200885,0.44614110559381087,0.5,0.5,30,0,Active,True,2025-10-09
12,glendale soccer club 2016 white,0.546,0.5457979619000529,1.0,0.704678096037653,0.5243117134626119,0.5,0.5,30,0,Active,True,2025-10-01
13,mesa soccer club 2016 gold,0.543,0.5429364930446738,1.0,0.5603789235029477,0.6543035417204216,0.5,0.5,30,0,Active,True,2025-10-08
14,elite arizona 2016 black,0.541,0.5411991582711254,1.0,0.6308727129981793,0.5751230783574479,0.5,0.5,30,0,Active,True,2025-10-07
15,paradise valley soccer club 2016 white,0.538,0.5375677366334742,1.0,0.7242703546510658,0.4635683285163054,0.5,0.5,30,0,Active,True,2025-10-09
16,gilbert soccer club 2016 black,0.534,0.5341538067633713,1.0,0.5176894917341305,0.6530795420827262,0.5,0.5,30,0,Active,True,2025-10-10
17,fountain hills soccer club 2016 white,0.532,0.5320785354542292,1.0,0.5,0.6603926772711463,0.5,0.5,30,0,Active,True,2025-10-09
18,scottsdale soccer club 2016 blue,0.53,0.5295299190733331,1.0,0.48483589950950323,0.6628136958571627,0.5,0.5,30,0,Active,True,2025-10-09
19,buckeye soccer club 2016 blue,0.525,0.525225561194974,1.0,0.5378493354634878,0.5882784705113823,0.5,0.5,30,0,Active,True,2025-10-09
20,rsl-az yuma 2016 gold,0.524,0.5243165740919731,1.0,0.6821118095203207,0.4394710609395448,0.5,0.5,30,0,Active,True,2025-10-08
21,avondale soccer club 2016 red,0.523,0.5230652683607553,1.0,0.6864810621028437,0.42884527970093306,0.5,0.5,30,0,Active,True,2025-10-09
22,casa grande soccer club 2016 red,0.519,0.5188245753168517,1.0,0.4608940884385671,0.6332287881456911,0.5,0.5,30,0,Active,True,2025-10-04
23,casa grande soccer club 2016 white,0.519,0.5193454265457975,1.0,0.3459051878861243,0.7508219448428636,0.5,0.5,30,0,Active,True,2025-09-04
24,maricopa soccer club 2016 black,0.517,0.5172781945331129,1.0,0.5985540227362933,0.48783694992927057,0.5,0.5,30,0,Active,True,2025-10-01
25,casa grande soccer club 2016 blue,0.517,0.5172382729203631,1.0,0.5403619908348596,0.5458293737669557,0.5,0.5,30,0,Active,True,2025-10-09
26,casa grande soccer club 2016 gold,0.516,0.5156710171404116,1.0,0.5151641004904974,0.5631909852115607,0.5,0.5,30,0,Active,True,2025-10-10
27,queen creek soccer club 2016 blue,0.516,0.5158163554360978,1.0,0.5000000000000002,0.5790817771804888,0.5,0.5,30,0,Active,True,2025-10-08
28,peoria soccer club 2016 white,0.515,0.5145442963321609,1.0,0.6518032588412933,0.42091822281951113,0.5,0.5,30,0,Active,True,2025-10-09
29,rsl-az yuma 2016 red,0.511,0.5110341700337653,1.0,0.6355699633952065,0.41960088677362006,0.5,0.5,30,0,Active,True,2025-09-26
30,phoenix premier 2016 black,0.511,0.5110573935149068,1.0,0.5566386809616968,0.4986482866128369,0.5,0.5,30,0,Active,True,2025-10-09
31,fountain hills soccer club 2016 red,0.511,0.5106516945510845,1.0,0.5101111229635199,0.5431473497919027,0.5,0.5,30,0,Active,True,2025-09-29
32,az arsenal soccer club 2016 blue,0.508,0.5081987054813344,1.0,0.5126379346123853,0.5283555927942867,0.5,0.5,30,0,Active,True,2025-10-08
