Team,ComponentID,ComponentSize,Degree
synergy az 2015 white,0,130,47
phoenix premier 2015 blue,0,130,47
madison 2015 white,0,130,54
dynamos 2015 white,0,130,39
united latinos 2015 black,0,130,31
paladin soccer club 2015 blue,0,130,45
synergy az 2015 red,0,130,37
playmaker futbol 2015,0,130,35
arizona soccer club 2015 black,0,130,38
united latinos 2015 blue,0,130,46
madison 2015 blue,0,130,41
amore soccer 2015,0,130,46
phoenix united futbol club 2015,0,130,45
canyon del oro soccer club 2015 red,0,130,54
spartak 2015 blue,0,130,47
rsl-az north 2015 blue,0,130,31
rsl-az south 2015 blue,0,130,45
north scottsdale soccer club 2015,0,130,46
epic soccer club 2015 red,0,130,53
paris saint-germain phoenix 2015 blue,0,130,48
ccv stars 2015 red,0,130,49
synergy az 2015 blue,0,130,43
next level soccer (az) 2015,0,130,43
la academia 2015 black,0,130,32
arizona 2015 white,0,130,53
spartans (az) 2015 red,0,130,46
az arsenal soccer club 2015 blue,0,130,40
vail 2015 white,0,130,43
az inferno 2015,0,130,36
excel soccer 2015 blue,0,130,49
la academia 2015 blue,0,130,39
rsl-az yuma 2015 black,0,130,33
spartans (az) 2015 white,0,130,34
paladin soccer club 2015 white,0,130,36
ccv stars 2015 blue,0,130,41
state 48 2015,0,130,42
sun warriors azfc 2015 blue,0,130,53
phoenix premier 2015 red,0,130,54
rsl-az west valley 2015 white,0,130,47
arizona 2015 red,0,130,43
arizona soccer club 2015 blue,0,130,43
thunderbird 2015 blue,0,130,43
kingman 2015,0,130,44
scottsdale city 2015 red,0,130,53
canyon del oro soccer club 2015 blue,0,130,54
epic soccer club 2015 white,0,130,38
bala 2015 white,0,130,53
az arsenal soccer club 2015 red,0,130,57
epic soccer club 2015 blue,0,130,38
dynamos 2015 red,0,130,44
elite arizona 2015 black,0,130,39
arizona soccer 2015,0,130,36
sonora 2015 black,0,130,53
rsl-az south 2015 white,0,130,37
paladin soccer club 2015 red,0,130,48
scottsdale city 2015 white,0,130,35
phoenix rising 2015 blue,0,130,51
sun warriors azfc 2015 black,0,130,33
union maricopa 2015 red,0,130,47
arizona 2015 black,0,130,54
spartans (az) 2015 blue,0,130,47
canyon del oro soccer club 2015 white,0,130,48
bala 2015 blue,0,130,44
union maricopa 2015 black,0,130,43
spartak 2015 white,0,130,34
rsl-az north 2015 white,0,130,46
brazas futebol club 2015,0,130,51
fbsl 2015 red,0,130,53
dynamos 2015 blue,0,130,58
ayso united (az) 2015 blue,0,130,49
flagstaff 2015,0,130,43
phoenix rising 2015 red,0,130,48
united latinos 2015 white,0,130,41
sonora 2015 white,0,130,41
rsl-az south 2015 red,0,130,42
arizona soccer club 2015 red,0,130,55
fbsl 2015 blue,0,130,39
rsl-az north 2015 red,0,130,47
thunderbird 2015 white,0,130,54
union maricopa 2015 blue,0,130,38
elite arizona 2015 blue,0,130,43
ayso 350 alliance 2015 blue,0,130,49
phoenix rush 2015 blue,0,130,44
sun warriors azfc 2015 red,0,130,35
az arsenal soccer club 2015 black,0,130,39
fbsl 2015 white,0,130,36
excel soccer 2015 white,0,130,40
synergy az 2015 black,0,130,39
phoenix rising 2015 white,0,130,47
rsl-az north 2015 black,0,130,47
real arizona 2015 white,0,130,38
real arizona 2015 blue,0,130,49
tucson youth soccer 2015 white,0,130,36
tucson youth soccer 2015 blue,0,130,51
pima county surf soccer club 2015,0,130,55
ayso united (az) 2015 black,0,130,44
la academia 2015 white,0,130,39
renegades soccer club 2015,0,130,45
arizona soccer club 2015 white,0,130,47
elite arizona 2015 white,0,130,49
deportivo arizona 2015 white,0,130,32
batavia 2015,0,130,38
rsl-az yuma 2015 blue,0,130,50
ccv stars 2015 white,0,130,41
sonora 2015 red,0,130,51
phoenix premier 2015 white,0,130,50
canyon del oro soccer club 2015 black,0,130,48
phoenix premier 2015 black,0,130,39
east valley/nsfc 2015,0,130,45
az arsenal soccer club 2015 white,0,130,58
united latinos 2015 red,0,130,45
rsl-az west valley 2015 blue,0,130,45
phoenix rush 2015 white,0,130,49
union maricopa 2015 white,0,130,29
scottsdale city 2015 black,0,130,49
paris saint-germain phoenix 2015 white,0,130,61
sonora 2015 blue,0,130,57
vail 2015 blue,0,130,52
real arizona 2015 red,0,130,46
rsl-az yuma 2015 white,0,130,42
deportivo arizona 2015 blue,0,130,43
ayso united (az) 2015 red,0,130,42
rsl-az yuma 2015 red,0,130,43
arizona 2015 blue,0,130,39
ayso united (az) 2015 white,0,130,34
ayso 350 alliance 2015 white,0,130,44
scottsdale city 2015 blue,0,130,42
sun warriors azfc 2015 white,0,130,40
la academia 2015 red,0,130,48
elite arizona 2015 red,0,130,44
