Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
46,14B Velasco RSL-AZ South,0.214,0.2135,1.0,0.3497344433412791,0.7178723104182475,0.6214157843181357,0.6214157843181357,30,38,Active,True,2025-09-27
47,NOS Santos 14 Boys White NOS Santos SC,0.212,0.2122,1.0,0.378862873746127,0.2503425404394074,0.2456337322594297,0.2456337322594297,29,32,Active,True,2025-10-04
48,La Academia 14B La Academia FC,0.203,0.2379,0.8538149682454624,0.7623442259882883,0.2349997072382705,0.2598325778120097,0.2598325778120097,18,19,Active,True,2025-10-04
49,CCV Stars 14 Boys East Pre-ECNL CCV STARS,0.201,0.2006,1.0,0.6975102687883199,0.3053231041390655,0.265131816068213,0.265131816068213,22,26,Active,True,2025-09-14
50,CCV Stars 14 Boys West Orange CCV STARS,0.2,0.1998,1.0,0.4135236725076602,0.585682164646471,0.3313721320991735,0.3313721320991735,22,25,Active,True,2025-09-20
51,VSC 2014 Boys Green Vail SC,0.198,0.1976,1.0,0.5337039063406843,0.4541993315664468,0.4091325191003705,0.4091325191003705,24,25,Active,True,2025-09-21
52,Excel Soccer Academy 14B Black Excel Soccer Academy,0.197,0.2747,0.7155417527999328,0.6852145962017105,0.6100612544582164,0.3559289772377647,0.3559289772377647,16,21,Active,True,2025-10-04
53,CCV Stars 14 Boys South Pre-ECNL CCV STARS,0.196,0.1962,1.0,0.484380147595004,0.4965850490550281,0.6546592449676492,0.6546592449676492,27,33,Active,True,2025-10-05
54,Amore 2014 Boys Amore Soccer,0.194,0.1943,1.0,0.6200942126556305,0.3514919576699369,0.2758637939622129,0.2758637939622129,30,58,Active,True,2025-09-07
55,CCV Stars 14 Boys North Pre-ECNL CCV STARS,0.192,0.2253,0.8538149682454624,0.3087337617661604,0.8179233931075737,0.8910671317219514,0.8910671317219514,18,22,Active,True,2025-10-04
56,14 Boys Navy FC Batavia,0.188,0.188,1.0,0.4313890611759896,0.5083841401751171,0.2577853327858717,0.2577853327858717,30,35,Active,True,2025-09-20
57,14B JDeutsch Pre-MLS Next RSL-AZ South,0.186,0.1861,1.0,0.38589237824019,0.5445806983083381,0.9055978495290014,0.9055978495290014,21,28,Active,True,2025-09-19
58,Madison FC 14 Blue Boys Madison FC,0.185,0.1853,1.0,0.4209453398410416,0.505640368486302,0.3726254301291336,0.3726254301291336,30,51,Active,True,2025-09-20
59,CDO 14B Elite Canyon Del Oro Soccer Club,0.183,0.2144,0.8538149682454624,0.5516794786371231,0.520170628336654,0.1858976474462396,0.1858976474462396,18,24,Active,True,2025-09-21
60,Southeast 2014 Boys Blue Next Level Soccer (AZ),0.183,0.1834,1.0,0.4204026053595887,0.4964008888500472,0.7513401116122362,0.7513401116122362,30,40,Active,True,2025-10-04
61,Tuzos Academy Mesa 2014 FBSL,0.182,0.1819,1.0,0.5479643820395497,0.3617065691077156,0.5561632387187954,0.5561632387187954,30,59,Active,True,2025-10-05
62,Tuzos 2014 Nava FBSL,0.181,0.2304,0.7836612788698953,0.7081405582996163,0.2366128207613502,0.2717296570579277,0.2717296570579277,17,19,Active,True,2025-10-04
63,Playmaker Futbol Academy PRE-ECNL B14 Playmaker Futbol Academy,0.179,0.1934,0.9259454627568516,0.4898008164608783,0.4771810116244544,0.8242358197698403,0.8242358197698403,19,31,Active,True,2025-09-28
64,AZ Arsenal 14 Boys Teal CB Arizona Arsenal Soccer Club,0.178,0.1781,1.0,0.473031019856014,0.2133032190602978,0.2868210062855341,0.2868210062855341,30,38,Active,True,2025-09-06
65,U-12 (2014) Boys Pre Academy Blue SC del Sol,0.177,0.177,1.0,0.4692248610273918,0.4156594076598668,0.6027128827799885,0.6027128827799885,30,40,Active,True,2025-10-05
66,CDO 14B Premier Canyon Del Oro Soccer Club,0.176,0.176,1.0,0.4643987955619079,0.4157795471419262,0.5581041613290806,0.5581041613290806,30,33,Active,True,2025-10-05
67,Playmaker Futbol Academy 14B Gold Playmaker Futbol Academy,0.173,0.1731,1.0,0.5867072549342052,0.2789560181323479,0.535838233664245,0.535838233664245,30,76,Active,True,2025-09-28
68,Select 14B Red AZFC,0.172,0.1722,1.0,0.3723711996544365,0.4887398406429243,0.2348371799240859,0.2348371799240859,29,31,Active,True,2025-10-04
69,State 48 FC Avondale 14 Black State 48 FC,0.172,0.1723,1.0,0.3119604192381482,0.5497016663214603,0.3934001817695201,0.3934001817695201,30,36,Active,True,2025-10-04
70,Tuzos Royals 2014 FBSL,0.17,0.1697,1.0,0.2379876408063487,0.6105932168692654,0.8164483919799138,0.8164483919799138,30,89,Active,True,2025-10-04
71,Dynamos SC 14B Gold Dynamos SC,0.168,0.1678,1.0,0.4583850361685899,0.380591954502102,0.5927809671271187,0.5927809671271187,30,45,Active,True,2025-10-05
72,CCV Stars 14 Boys North Navy CCV STARS,0.163,0.1633,1.0,0.3664577675894897,0.3330237822642649,0.2795174091504704,0.2795174091504704,23,27,Active,True,2025-10-04
73,PRFC North Valley 14B PreAcademy Phoenix Rising FC North Valley,0.162,0.1618,1.0,0.2695864657015486,0.5392875073585296,0.8582669020699476,0.8582669020699476,30,52,Active,True,2025-10-04
74,AZ Inferno 14 Boys Black AZ Inferno,0.161,0.1612,1.0,0.5390519270916752,0.267135151565026,0.4061568572950655,0.4061568572950655,30,56,Active,True,2025-10-04
75,AZ Arsenal Pre-ECNL B14 Arizona Arsenal Soccer Club,0.159,0.1592,1.0,0.3425559731363518,0.4532840749561186,0.8292036434903726,0.8292036434903726,30,51,Active,True,2025-09-28
76,PRFC Scottsdale 14B Predator Phoenix Rising FC,0.152,0.1518,1.0,0.4092183041121821,0.3497201087983425,0.4094857266833925,0.4094857266833925,30,43,Active,True,2025-09-20
77,PRFC North Valley 14B Predator Phoenix Rising FC North Valley,0.152,0.1525,1.0,0.3732649799127317,0.3890456525489884,0.5472055530810093,0.5472055530810093,30,56,Active,True,2025-09-27
78,PRFC Southeast Valley 14B Predator-Central Phoenix Rising FC,0.152,0.152,1.0,0.2971399757171672,0.462998059398861,0.5230389479721949,0.5230389479721949,30,46,Active,True,2025-09-13
79,Verde Valley United FC,0.15,0.2097,0.7155417527999328,0.3446977778539592,0.7035529431862434,0.3312327724160574,0.3312327724160574,16,20,Active,True,2025-05-25
80,AZ Arsenal 14 Boys Teal SC Arizona Arsenal Soccer Club,0.15,0.1505,1.0,0.3216719976471648,0.4308562426191726,0.3685428031592622,0.3685428031592622,30,43,Active,True,2025-10-04
81,14B Hermanson AL RSL-AZ Southern AZ,0.149,0.1488,1.0,0.2979365758224698,0.4459439627989348,0.3345143375013984,0.3345143375013984,30,41,Active,True,2025-10-04
82,FC Elite Arizona 2014 Boys - Martinez FC Elite Arizona,0.147,0.417,0.3535533905932738,0.8921458002603075,0.9137865198526628,0.1346905022058251,0.1346905022058251,10,10,Active,True,2025-09-28
83,2014 Boys Blue Thunderbird FC,0.146,0.1458,1.0,0.289079283179555,0.439739580555717,0.2343787980207592,0.2343787980207592,30,40,Active,True,2025-09-20
84,14B Hinds RSL-AZ Southern AZ,0.144,0.1438,1.0,0.3543780884040852,0.3646662556801541,0.2415744698129101,0.2415744698129101,30,33,Active,True,2025-09-21
85,U-12 (2014) Boys Yuma Pre Academy SC del Sol,0.144,0.201,0.7155417527999328,0.3064463447486095,0.6985368650660995,0.573738991664968,0.573738991664968,16,20,Active,True,2025-09-07
86,Tuzos Halcones 2014 FBSL,0.142,0.1416,1.0,0.4919500343642682,0.2162894783507014,0.4950127693834065,0.4950127693834065,30,42,Active,True,2025-10-05
87,Select 14B Yavapai Soccer,0.141,0.141,1.0,0.4253180513032379,0.2798446297840206,0.2951196485569107,0.2951196485569107,30,34,Active,True,2025-10-04
88,SFC XOLOS ARIZONA 2014 Spartans FC (AZ),0.137,0.2938,0.46475800154489,0.8260395305772209,0.5797716707774034,0.3899388462345569,0.3899388462345569,12,12,Active,True,2025-10-04
89,14B NL #1 FC Tucson Youth Soccer,0.136,0.174,0.7836612788698953,0.4318756496195075,0.4382832670984175,0.4394800601122436,0.4394800601122436,17,19,Active,True,2025-09-21
90,PRFC Scottsdale 14B Copa Phoenix Rising FC,0.136,0.1361,1.0,0.3489372650881314,0.2295277313744327,0.3332552204601914,0.3332552204601914,30,39,Active,True,2025-09-20
91,CCV Stars 14 Boys North Orange CCV STARS,0.134,0.1339,1.0,0.239236141426346,0.4301596454264197,0.5685228341046472,0.5685228341046472,30,40,Active,True,2025-10-04
92,AZ Arsenal 14 Boys Teal MC Arizona Arsenal Soccer Club,0.133,0.1326,1.0,0.2950687621042124,0.3681537942405064,0.2427359789812632,0.2427359789812632,23,24,Active,True,2025-09-21
93,PRFC North Valley 14B Copa Phoenix Rising FC North Valley,0.13,0.1296,1.0,0.3897881032934757,0.2133032190602978,0.3477798927987517,0.3477798927987517,30,43,Active,True,2025-04-27
94,Eagles F.C. Renegades Soccer Club,0.127,0.1271,1.0,0.2099409366987022,0.4256174555631425,0.2544370806431416,0.2544370806431416,28,29,Active,True,2025-09-21
95,Synergy FC 14 B Synergy FC AZ,0.124,0.1237,1.0,0.2142504883083065,0.398048377207275,0.296179448421827,0.296179448421827,30,41,Active,True,2025-09-27
96,14B Felix Nogales RSL-AZ Southern AZ,0.123,0.2098,0.5856620185738528,0.658295662818517,0.3907992472603578,0.1992563922786467,0.1992563922786467,14,17,Active,True,2025-09-28
97,East Valley NSFC 14 Boys Tiggs East Valley/NSFC,0.123,0.1226,1.0,0.2705144648775512,0.2133032190602978,0.280495538751797,0.280495538751797,27,29,Active,True,2025-09-13
98,14B Blue #1 FC Tucson Youth Soccer,0.122,0.1702,0.7155417527999328,0.2824033131011637,0.5685156975336407,0.2214271981475703,0.2214271981475703,16,20,Active,True,2025-09-21
99,CAC 14/15B (Conroy) Coronado Athletic Club,0.121,0.1214,1.0,0.3880297921887882,0.2191417379527908,0.2388634716006729,0.2388634716006729,30,42,Active,True,2025-09-28
100,East Valley NSFC 14 Boys Aguirre East Valley/NSFC,0.119,0.1193,1.0,0.2960002935780691,0.3004188625422419,0.6121745741236381,0.6121745741236381,30,59,Active,True,2025-09-20
101,Northwest 2014 Boys Next Level Soccer (AZ),0.117,0.1168,1.0,0.2099409366987022,0.3741347169715672,0.6944863833133601,0.6944863833133601,30,46,Active,True,2025-04-26
102,FSC United 14 Boys Flagstaff SC,0.116,0.1162,1.0,0.3675181034972884,0.2133032190602978,0.2974094632451604,0.2974094632451604,30,45,Active,True,2025-09-28
103,Hustle Hard 2014- Boys FBSL,0.114,0.1135,1.0,0.2099409366987022,0.3156269099820799,0.2542668582310499,0.2542668582310499,24,29,Active,True,2025-04-13
104,14B Geoff RSL-AZ Southern AZ,0.111,0.1111,1.0,0.2505413010105913,0.3049004863793608,0.1800339791355557,0.1800339791355557,24,26,Active,True,2025-09-21
105,Phoenix Premier FC 14B White Phoenix Premier FC,0.109,0.1088,1.0,0.2371933281135994,0.2619818366477665,0.2649929008046443,0.2649929008046443,28,32,Active,True,2025-04-19
106,PRFC Southeast Valley 14B Pre-Academy Phoenix Rising FC,0.108,0.1075,1.0,0.2560620700607008,0.281386036693002,0.5475449879953914,0.5475449879953914,30,43,Active,True,2025-10-04
107,CCV Stars 14 Boys South Orange CCV STARS,0.107,0.1071,1.0,0.2827248985672386,0.2527868515691738,0.2635269839469578,0.2635269839469578,30,38,Active,True,2025-10-04
108,PRFC West Valley 14B Pre-Academy Phoenix Rising FC,0.107,0.1067,1.0,0.2099409366987022,0.3235534870993281,0.4536148092022725,0.4536148092022725,30,54,Active,True,2025-09-21
109,14B NL #2 FC Tucson Youth Soccer,0.105,0.2957,0.3535533905932738,0.5647340645943212,0.9137865198526628,0.1615370532180917,0.1615370532180917,10,12,Active,True,2025-09-21
110,14B Midhaan RSL-AZ North,0.105,0.1046,1.0,0.3050940421380386,0.2178320756820564,0.2396011361308485,0.2396011361308485,26,27,Active,True,2025-09-14
111,14 Cityzens Scottsdale City FC,0.105,0.105,1.0,0.2132628125267821,0.311591037003133,0.3720443401664592,0.3720443401664592,30,71,Active,True,2025-10-04
112,Milan AYSO 350 Alliance,0.105,0.1053,1.0,0.2099409366987022,0.3167236412489079,0.2338711345209907,0.2338711345209907,28,34,Active,True,2025-09-28
113,14B Rueda RSL-AZ South,0.101,0.1007,1.0,0.2253782635850038,0.2782926782238173,0.3809614117500091,0.3809614117500091,24,29,Active,True,2025-10-04
114,Phoenix Valley Soccer Club boys 2014 Phoenix Valley,0.093,0.0931,1.0,0.2408797338991775,0.2244087697091549,0.3453989694330976,0.3453989694330976,30,35,Active,True,2025-09-20
115,14B Antunez Pre-MLS Next RSL-AZ North,0.092,0.0919,1.0,0.2099409366987022,0.2494165118490481,0.904045378477664,0.904045378477664,26,35,Active,True,2025-10-05
116,Deportivo Mexico 14B Renegades Soccer Club,0.091,0.1273,0.7155417527999328,0.311791779039868,0.3247754065937621,0.2577799104861087,0.2577799104861087,16,17,Active,True,2025-09-28
117,PRFC Desert Foothills 14B Predator Phoenix Rising Desert Foothills,0.09,0.09,1.0,0.2367339435317981,0.2134176587193386,0.3628162419303807,0.3628162419303807,29,36,Active,True,2025-10-04
118,14B Laroussi RSL-AZ South,0.089,0.1513,0.5856620185738528,0.3570280572644254,0.2133032190602978,0.3203929102308933,0.3203929102308933,14,17,Active,True,2025-09-27
119,Tuzos Titanes 2014 FBSL,0.088,0.0879,1.0,0.2210152260276529,0.2187108083094803,0.286038491945552,0.286038491945552,23,25,Active,True,2025-09-20
120,Monsters 2014 United Latinos SC,0.087,0.3455,0.2529822128134704,0.8921458002603075,0.8352911187346352,0.245755636866696,0.245755636866696,8,12,Active,True,2025-09-20
121,FC Arizona 14B Black GFC Suenaga U12 FC Arizona,0.086,0.2859,0.3018691769624716,0.8847033748113123,0.5450373892633733,0.445198937515789,0.445198937515789,9,9,Active,True,2025-10-04
122,VSC 2014 Boys White Vail SC,0.081,0.138,0.5856620185738528,0.2929334981232691,0.3969697460762697,0.2289639326422266,0.2289639326422266,14,18,Active,True,2025-09-21
123,ASA 014B Magic Arizona Soccer Academy,0.078,0.1194,0.649519052838329,0.2099409366987022,0.2133032190602978,0.2052957435420177,0.2052957435420177,15,18,Active,True,2025-09-20
124,Pima Surf 2014 B Blue Pima County Surf Soccer Club,0.074,0.1598,0.46475800154489,0.3881718947055375,0.4109897965451799,0.4670956842531278,0.4670956842531278,12,14,Active,True,2025-10-05
125,FC Elite Arizona 2014 Boys - Urbina FC Elite Arizona,0.074,0.1817,0.4078909167902615,0.322479922694632,0.585882985252771,0.5276088765836603,0.5276088765836603,11,11,Active,True,2025-09-28
126,Pima Surf 2014 B White Pima County Surf Soccer Club,0.063,0.7081,0.0894427190999916,0.2664667852460251,0.2742660762340663,0.5,0.5,4,4,Provisional,True,2025-09-13
127,AZ Inferno 14 Boys Blue AZ Inferno,0.059,0.2331,0.2529822128134704,0.4418359197246755,0.3456381129356882,0.1497092547870816,0.1497092547870816,8,8,Active,True,2025-10-04
128,14B Rayados Blue AL RSL-AZ Southern AZ,0.057,0.1885,0.3018691769624716,0.4791698836459441,0.4635278060996163,0.7379424296187891,0.7379424296187891,9,14,Active,True,2025-10-05
129,RSL-AZ Yuma 14 Boys Rodriguez RSL-AZ Yuma,0.057,0.1617,0.3535533905932738,0.4398411088105406,0.3687888712814421,0.5008443692638626,0.5008443692638626,10,13,Active,True,2025-08-17
130,America 14b Renegades Soccer Club,0.051,0.2006,0.2529822128134704,0.5782538652498368,0.3048045274440868,0.2955252010272233,0.2955252010272233,8,11,Active,True,2025-09-28
131,Madison FC 14 White Boys Madison FC,0.049,0.2359,0.2070627924084865,0.6333545241047993,0.54617071804911,0.1932354302450037,0.1932354302450037,7,7,Active,True,2025-09-13
132,FC Sonora 14' B Dynamo FC Sonora,0.044,0.107,0.4078909167902615,0.2621221142076429,0.2728900923514488,0.2679895204542198,0.2679895204542198,11,13,Active,True,2025-09-28
133,PSC 2014B Paladin Soccer Club,0.029,0.1791,0.1643167672515498,0.2578929150892684,0.6376163989466188,0.4251780154701263,0.4251780154701263,6,6,Active,True,2025-09-27
134,SCUM East Valley 14B Ninjas SC Union Maricopa Academy,0.029,0.174,0.1643167672515498,0.2099409366987022,0.2133032190602978,0.2798276259502261,0.2798276259502261,6,6,Active,True,2025-09-06
135,AZSC 2014/2015B Navy Arizona Soccer Club,0.028,0.1677,0.1643167672515498,0.4652329543903131,0.3734576638924997,0.1648334350724257,0.1648334350724257,6,6,Active,True,2025-10-04
136,FC ARIZONA PRE ECNL RL B14 FC Arizona,0.027,0.298,0.0894427190999916,0.5817692474899828,0.908385202385899,0.5509462402752522,0.5509462402752522,4,4,Provisional,True,2025-09-28
137,Gila Valley Ninjas AYSO 350 Alliance,0.025,0.2759,0.0894427190999916,0.694196487009379,0.6855205370179268,0.2695318103532023,0.2695318103532023,4,4,Provisional,True,2025-09-21
138,State 48 FC Avondale 14 White State 48 FC,0.024,0.1461,0.1643167672515498,0.3054479726228722,0.4249180146121846,0.2575924421439611,0.2575924421439611,6,6,Active,True,2025-09-27
139,PSC 2014/15B Paladin Soccer Club,0.024,0.1888,0.125,0.2646592288856762,0.2951620529286625,0.0,0.0,5,7,Provisional,True,2025-09-20
140,Tuzos Chandler 2014 boys FBSL,0.022,0.1355,0.1643167672515498,0.3933718710160419,0.2839542452610057,0.5858797480691684,0.5858797480691684,6,6,Active,True,2025-10-04
141,Pumas Tucson 14B Renegades Soccer Club,0.021,0.2321,0.0894427190999916,0.536519208351204,0.623884634788306,0.2897720315049303,0.2897720315049303,4,4,Provisional,True,2025-09-21
142,Phoenix Premier FC 14B Pre MLS Next AD Phoenix Premier FC,0.017,0.139,0.125,0.3692289765957626,0.3256432487061532,0.7681522763979688,0.7681522763979688,5,5,Provisional,True,2025-09-20
143,ESC - Boys Chandler 15/16 Epic Soccer Club,0.016,0.1742,0.0894427190999916,0.2466478744451666,0.2614809593293029,0.4832573575670134,0.4832573575670134,4,4,Provisional,True,2025-04-27
144,Bala FC - 2014B Bala FC,0.015,0.2573,0.0580947501931112,0.4905302628205388,0.4598350988915884,0.2467670571776054,0.2467670571776054,3,3,Provisional,True,2025-09-14
145,Spartak Academy 2014 Boys Spartak Academy,0.014,0.1543,0.0894427190999916,0.4419921668034479,0.3293234213176351,0.165885860159768,0.165885860159768,4,4,Provisional,True,2025-10-04
146,Milan B AYSO 350 Alliance,0.012,0.2048,0.0580947501931112,0.2729227030206756,0.2980671016762067,0.2771301891718054,0.2771301891718054,3,3,Provisional,True,2025-09-28
147,Jedi 14B Renegades Soccer Club,0.01,0.1793,0.0580947501931112,0.3373543026034905,0.5592969996411967,0.205380190190917,0.205380190190917,3,3,Provisional,True,2025-09-21
148,Tuzos Nogales 2014 FBSL,0.01,0.167,0.0580947501931112,0.303708839933863,0.5313056840918705,0.1833433688583934,0.1833433688583934,3,3,Provisional,True,2025-09-21
