Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
1,apache junction soccer club 2016 boys red Apache Junction Soccer Club,0.584,0.5843149411992103,1.0,0.659792317603177,0.761782388392875,0.5,0.5,30,0,Active,True,2025-10-06
2,avondale soccer club 2016 boys red Avondale Soccer Club,0.573,0.5731144628963474,1.0,0.6518032588412935,0.7137690556404436,0.5,0.5,30,0,Active,True,2025-10-08
3,avondale soccer club 2016 boys white Avondale Soccer Club,0.571,0.5706214724493799,1.0,0.7161195441274861,0.6369878181194133,0.5,0.5,30,0,Active,True,2025-10-01
4,az arsenal soccer club 2016 boys blue AZ Arsenal Soccer Club,0.566,0.5663625603979998,1.0,0.5912430132213855,0.7405697887686131,0.5,0.5,30,0,Active,True,2025-10-09
5,az arsenal soccer club 2016 boys gold AZ Arsenal Soccer Club,0.559,0.5593203087014635,1.0,0.7966015435073177,0.5,0.5,0.5,30,0,Active,True,2025-10-10
6,az soccer club 2016 boys black AZ Soccer Club,0.556,0.5557796827314797,1.0,0.6853918067368348,0.5935066069205638,0.5,0.5,30,0,Active,True,2025-10-10
7,az soccer club 2016 boys gold AZ Soccer Club,0.554,0.5537158668645195,1.0,0.5985540227362933,0.6700253115863043,0.5,0.5,30,0,Active,True,2025-09-24
8,az soccer club 2016 boys red AZ Soccer Club,0.552,0.5517009848423144,1.0,0.7544498630805057,0.5040550611310669,0.5,0.5,30,0,Active,True,2025-10-08
9,az soccer club 2016 boys white AZ Soccer Club,0.551,0.5513809638750564,1.0,0.7744699050022411,0.4824349143730409,0.5,0.5,30,0,Active,True,2025-10-03
10,buckeye soccer club 2016 boys black Buckeye Soccer Club,0.55,0.5495389679733815,1.0,0.46592321588491425,0.7817716239819935,0.5,0.5,30,0,Active,True,2025-10-06
11,buckeye soccer club 2016 boys blue Buckeye Soccer Club,0.548,0.5478165125377673,1.0,0.7161195441274861,0.5229630185613503,0.5,0.5,30,0,Active,True,2025-10-01
